biomaterial_id	bundle_uuid	project_name	source_id	tissue_group	files_directory	loom_filename	technology	seq_unit	diagnosis	organ	organ_part	selected_cell_types
F02-LIV-3p-CD45pos	6d864626-887c-57cf-b7bd-78cdfd880e43	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	bc583c0e-4336-43d4-a7da-dc7e1f72b50b.loom	10Xv2	cell	normal	liver	NA	NA
F03-SKI-3p-CD45neg	08260cd4-57e6-5354-bc4c-1fbae0aa71db	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	8ecc8a7d-5e57-42e3-ab66-6f4267c0bb49.loom	10Xv2	cell	normal	zone of skin	NA	NA
F04-KID-3p-CD45pos	f73903a9-3d1a-5c5d-ac2f-69445c8b61f1	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	84f3c013-c2b8-4bb2-a0d2-1f6ba3a0e417.loom	10Xv2	cell	normal	kidney	NA	NA
CZIKidney7632802	71b3c1e4-2e09-5d78-bea7-09d87416cb66	KidneySingleCellAtlas	717281fa-eeff-41cc-8b73-8d68e7d9d889	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	0f14c412-5014-4ac0-9a71-858b2f047777.loom	10Xv2	cell	normal	kidney	renal medulla	kidney cell
FCAImmP7555849_F41_KI_45P	2e5feb2e-1ab2-590a-8f5a-e71f289993b0	KidneySingleCellAtlas	717281fa-eeff-41cc-8b73-8d68e7d9d889	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	37cad11b-c8c9-4d1f-b715-498b0f8d4b35.loom	10Xv2	cell	normal	kidney		kidney cell
CZIKidney7587405	55f6e84c-e01e-5174-9237-973ea9022041	KidneySingleCellAtlas	717281fa-eeff-41cc-8b73-8d68e7d9d889	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	dc31f31d-ab56-4025-9834-99be638a2d50.loom	10Xv2	cell	normal	kidney	renal medulla	kidney cell
FCAImmP7462242_F35_KI_45P	3cea11c7-0fd2-5704-9e7b-25198e4629e5	KidneySingleCellAtlas	717281fa-eeff-41cc-8b73-8d68e7d9d889	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	afd0ea55-e710-4b46-bb05-2423e491b6f5.loom	10Xv2	cell	normal	kidney		kidney cell
CZIKidney7587407	9c052ef5-b1f6-5520-9d3b-f1b3a6a49505	KidneySingleCellAtlas	717281fa-eeff-41cc-8b73-8d68e7d9d889	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	b3ce1085-08dc-42ff-a609-6968315327a8.loom	10Xv2	cell	normal	kidney	cortex of kidney	kidney cell
4834STDY7002875_F16_KI_45P	5d4f105e-c0e2-503b-8db0-7543d65174f0	KidneySingleCellAtlas	717281fa-eeff-41cc-8b73-8d68e7d9d889	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	157ba915-28d7-4d80-89ad-71c8291dbc05.loom	10Xv2	cell	normal	kidney		kidney cell
4834STDY7002881_F17_KI_TOT	9790f5b3-2f9d-5558-808d-e071367628ac	KidneySingleCellAtlas	717281fa-eeff-41cc-8b73-8d68e7d9d889	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	cc5a78a1-539f-4dec-80b6-62f35dcafd89.loom	10Xv2	cell	normal	kidney		kidney cell
CZIKidney7632803	91520010-7082-58af-9feb-cefbe272f550	KidneySingleCellAtlas	717281fa-eeff-41cc-8b73-8d68e7d9d889	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	6a0f0064-ba67-43d6-985e-68d8edcf8c0b.loom	10Xv2	cell	normal	kidney	cortex of kidney	kidney cell
4834STDY7002886_F17_KI_45N	bab65e2a-726c-5248-89f5-e5c506d5d118	KidneySingleCellAtlas	717281fa-eeff-41cc-8b73-8d68e7d9d889	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	6d273f72-f55c-4c8e-b91e-29e762194c3f.loom	10Xv2	cell	normal	kidney		kidney cell
4834STDY7002876_F16_KI_45N	172f7895-d6c0-532c-9f11-39099edb2cb6	KidneySingleCellAtlas	717281fa-eeff-41cc-8b73-8d68e7d9d889	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	51fb7eb7-a422-482e-a98e-c9e6f9628e97.loom	10Xv2	cell	normal	kidney		kidney cell
FCAImmP7579215_F45_KI_45N	bc6e2b3e-f5d0-5323-b8d6-0bec8780872e	KidneySingleCellAtlas	717281fa-eeff-41cc-8b73-8d68e7d9d889	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	44b8ad82-1109-4543-a534-a85b34c2c301.loom	10Xv2	cell	normal	kidney		kidney cell
CZIKidney7632801	2b4ed392-328c-59ae-8102-8ba9e7ee7594	KidneySingleCellAtlas	717281fa-eeff-41cc-8b73-8d68e7d9d889	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	2c2c943c-1c0e-462c-b630-8a91a1f0fb94.loom	10Xv2	cell	normal	kidney	ureter	kidney cell
FCAImmP7528292_F38_KI_45P	a169d8be-69d8-57b8-b924-51a1efb39b61	KidneySingleCellAtlas	717281fa-eeff-41cc-8b73-8d68e7d9d889	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	01f7c3d0-d4be-432d-aa25-8c7fbce20b49.loom	10Xv2	cell	normal	kidney		kidney cell
CZIKidney7587406	1fe6ce43-231a-57c8-b98a-4b68b6c0ba3d	KidneySingleCellAtlas	717281fa-eeff-41cc-8b73-8d68e7d9d889	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	90b34757-474f-42c3-9d31-683a5a0a84bd.loom	10Xv2	cell	normal	kidney	renal pelvis	kidney cell
CZIKidney7632804	b37318ae-5285-5db5-bd1d-72dc25826502	KidneySingleCellAtlas	717281fa-eeff-41cc-8b73-8d68e7d9d889	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	3a20b6a5-6652-4486-86bc-842c7c31c343.loom	10Xv2	cell	normal	kidney	cortex of kidney	kidney cell
FCAImmP7579214_F45_KI_45P	e42f421f-95f0-5921-a076-1e2cbfbd5d35	KidneySingleCellAtlas	717281fa-eeff-41cc-8b73-8d68e7d9d889	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	83b474d3-c20f-48f6-95a0-b0fa2269f14d.loom	10Xv2	cell	normal	kidney		kidney cell
4834STDY7002885_F17_KI_45P	a523233c-2807-51a8-bd24-9b25d98ed1f2	KidneySingleCellAtlas	717281fa-eeff-41cc-8b73-8d68e7d9d889	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	b6dec4a6-2d9b-40ac-80c4-41dce01aea46.loom	10Xv2	cell	normal	kidney		kidney cell
FCAImmP7462243_F35_KI_45N	d3c091f4-e013-502c-b80b-dd0fd76e0e42	KidneySingleCellAtlas	717281fa-eeff-41cc-8b73-8d68e7d9d889	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	13a062ba-2b8e-43a1-bc2a-bc17f650b37d.loom	10Xv2	cell	normal	kidney		kidney cell
FCAImmP7555850_F41_KI_45N	ef045dc1-5244-5487-a925-d1557c7dd757	KidneySingleCellAtlas	717281fa-eeff-41cc-8b73-8d68e7d9d889	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	082e87ac-5cf6-4bad-bedb-5f6591b8f566.loom	10Xv2	cell	normal	kidney		kidney cell
CZIKidney7587408	f4770d58-6e1e-57c8-907f-cc4234e5bc1a	KidneySingleCellAtlas	717281fa-eeff-41cc-8b73-8d68e7d9d889	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	548a75b4-ba45-4700-b7bb-656c3995c316.loom	10Xv2	cell	normal	kidney	cortex of kidney	kidney cell
CZIKidney7587404	20ba2d6c-7eaa-58de-a9b0-dbd8c63de8ad	KidneySingleCellAtlas	717281fa-eeff-41cc-8b73-8d68e7d9d889	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	d8c08782-6f69-4314-947c-1afe6928cbce.loom	10Xv2	cell	normal	kidney	ureter	kidney cell
FCAImmP7528293_F38_KI_45N	af0cc761-7255-56e6-a0b5-da3ca9dfee43	KidneySingleCellAtlas	717281fa-eeff-41cc-8b73-8d68e7d9d889	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	0b52914d-687b-44d1-9a70-a95df55ed502.loom	10Xv2	cell	normal	kidney		kidney cell
