biomaterial_id	bundle_uuid	project_name	source_id	tissue_group	files_directory	loom_filename	technology	seq_unit	diagnosis	organ	organ_part	selected_cell_types
SRX5897022	0e6df4ae-c386-5329-9ba1-8bc61178367e	MultipleSclerosisLineageDiversity	9de724a5-5254-45ba-abb5-0494d43af861	brain	s3://ccdl-scpca-data/human_cell_atlas_data/brain	9ea9bc53-162a-4f4a-b8e5-55e4ef3129f5.loom	10Xv2	nucleus	multiple sclerosis	brain	premotor cortex	NA
SRX5897032	8a081228-bbbe-5664-a447-8978486928f1	MultipleSclerosisLineageDiversity	9de724a5-5254-45ba-abb5-0494d43af861	brain	s3://ccdl-scpca-data/human_cell_atlas_data/brain	837c3dfd-fa3e-4812-baf5-bebae5725c4e.loom	10Xv2	nucleus	normal	brain	cerebral cortex	NA
SRX5897015	f1752442-a94d-5603-b125-0f0c08cce64a	MultipleSclerosisLineageDiversity	9de724a5-5254-45ba-abb5-0494d43af861	brain	s3://ccdl-scpca-data/human_cell_atlas_data/brain	3ee1dea4-5dc5-46e9-bbe4-ea0c3fee0ec0.loom	10Xv2	nucleus	multiple sclerosis	brain	prefrontal cortex	NA
SRX5897030	dcc1c1ac-b048-5a6f-b644-cf91e3c3b4c9	MultipleSclerosisLineageDiversity	9de724a5-5254-45ba-abb5-0494d43af861	brain	s3://ccdl-scpca-data/human_cell_atlas_data/brain	04202d84-24c7-4f14-8a53-7e3b27331953.loom	10Xv2	nucleus	normal	brain	prefrontal cortex	NA
SRX5897033	75ae76cd-f8aa-527d-90ee-18244f070d0b	MultipleSclerosisLineageDiversity	9de724a5-5254-45ba-abb5-0494d43af861	brain	s3://ccdl-scpca-data/human_cell_atlas_data/brain	37109a1c-c697-4b88-9022-3f8b76f2017e.loom	10Xv2	nucleus	multiple sclerosis	brain	premotor cortex	NA
SRX5897016	0a5c4565-93a8-586d-a3c5-a055f9642b75	MultipleSclerosisLineageDiversity	9de724a5-5254-45ba-abb5-0494d43af861	brain	s3://ccdl-scpca-data/human_cell_atlas_data/brain	ae7dea8b-7ba8-4204-a7a0-8f9a4e62f5ae.loom	10Xv2	nucleus	multiple sclerosis	brain	prefrontal cortex	NA
SRX5897031	a5c0d3e3-8b6c-5d74-8e06-74dbdc5087b3	MultipleSclerosisLineageDiversity	9de724a5-5254-45ba-abb5-0494d43af861	brain	s3://ccdl-scpca-data/human_cell_atlas_data/brain	ddf5c976-7985-41f0-97ef-bb985b2745e7.loom	10Xv2	nucleus	normal	brain	prefrontal cortex	NA
SRX5897019	9cc0cc7e-49b6-59d5-84d9-432210e2e923	MultipleSclerosisLineageDiversity	9de724a5-5254-45ba-abb5-0494d43af861	brain	s3://ccdl-scpca-data/human_cell_atlas_data/brain	ee60475a-c66b-4add-8cf7-829a49396dcd.loom	10Xv2	nucleus	multiple sclerosis	brain	prefrontal cortex	NA
SRX5897025	d9c441d6-7079-5c9f-a755-c9513406a6a3	MultipleSclerosisLineageDiversity	9de724a5-5254-45ba-abb5-0494d43af861	brain	s3://ccdl-scpca-data/human_cell_atlas_data/brain	8c803165-e176-4054-9736-12f87025e086.loom	10Xv2	nucleus	normal	brain	prefrontal cortex	NA
SRX5897028	dd14ee80-58d2-5587-8fd1-d224b42cdbfe	MultipleSclerosisLineageDiversity	9de724a5-5254-45ba-abb5-0494d43af861	brain	s3://ccdl-scpca-data/human_cell_atlas_data/brain	20b1fc2b-3708-4a2a-a71a-31c96b1f1e38.loom	10Xv2	nucleus	normal	brain	premotor cortex	NA
SRX5897027	e7941e8d-2dc2-5a7b-abd1-ba93c96bb717	MultipleSclerosisLineageDiversity	9de724a5-5254-45ba-abb5-0494d43af861	brain	s3://ccdl-scpca-data/human_cell_atlas_data/brain	b02b668c-6670-434e-a21f-0fc4f0a3e514.loom	10Xv2	nucleus	normal	brain	premotor cortex	NA
SRX5897029	0859c0dc-a960-5723-b544-5b09812608bb	MultipleSclerosisLineageDiversity	9de724a5-5254-45ba-abb5-0494d43af861	brain	s3://ccdl-scpca-data/human_cell_atlas_data/brain	8393178a-3161-43cc-9a9c-7d2325948268.loom	10Xv2	nucleus	normal	brain	prefrontal cortex	NA
SRX5897014	32198141-535b-5ffc-80b9-d6c571ed77fa	MultipleSclerosisLineageDiversity	9de724a5-5254-45ba-abb5-0494d43af861	brain	s3://ccdl-scpca-data/human_cell_atlas_data/brain	b6bc2170-a702-43ce-96f9-2eedc42aaa77.loom	10Xv2	nucleus	multiple sclerosis	brain	cerebral cortex	NA
F02-YOL-3p-live	86ac0364-8707-5043-add5-4ced3894bc0f	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	7e7445cc-e8be-4f1e-97fa-26948c9a704e.loom	10Xv2	cell	normal	yolk sac	NA	NA
F14-LIV-3p-CD45pos	a0aeb0ed-6e33-51af-adea-5a55de54d067	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	3381994d-5624-4f5f-a574-01ad099c448c.loom	10Xv2	cell	normal	liver	NA	NA
F11-LIV-3p-CD45neg_1	21cb13bc-23a0-5702-b13a-4466d9f2afae	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	1248ead2-3dd4-43fe-9f7c-9609ed77d9c2.loom	10Xv2	cell	normal	liver	NA	NA
F03-LIV-3p-CD45neg	e4532675-0ec3-54b1-be6f-a9a3e23b8f07	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	be7a2637-26cf-48ba-bfc5-52fa945d2d88.loom	10Xv2	cell	normal	liver	NA	NA
F12-LIV-3p-CD45pos_2	5eb3ff98-38b2-5d96-a17d-b9acccf1057d	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	f4183399-0e70-466e-8915-8e4481f9b7d1.loom	10Xv2	cell	normal	liver	NA	NA
F16-LIV-3p-CD45neg	0f329911-02a3-5f01-9e86-d7d5b0c41d06	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	951a8ffc-69c5-4f7c-8ee8-39b76171f630.loom	10Xv2	cell	normal	liver	NA	NA
F05-LIV-3p-CD45pos_1	00403679-3fa2-5763-8d9d-692733a1ce50	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	2d0d630a-58dd-42f7-bd7e-579ebec98d48.loom	10Xv2	cell	normal	liver	NA	NA
F10-LIV-3p-CD45neg	d1e1d3fc-d278-5169-8f46-e1edc2a7fc83	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	7f0f3ad8-9052-4003-ac7d-4e2e509b85f5.loom	10Xv2	cell	normal	liver	NA	NA
F06-LIV-3p-CD45pos	d4796251-ed28-52b1-9091-39b106b60485	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	cfa1e5da-607e-49b6-aa0d-8f43702b971f.loom	10Xv2	cell	normal	liver	NA	NA
F04-SKI-3p-CD45pos	66d8d9ae-bad2-5db0-a03a-ec09dd9fbfd2	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	abf69fa9-5d65-4a2f-bb31-0225bae756d5.loom	10Xv2	cell	normal	zone of skin	NA	NA
F03-LIV-3p-CD45pos_1	966054ba-ed8b-5f31-94d0-fc38d42342ff	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	3f20a83f-f01c-41f2-acaf-3c111dfa5465.loom	10Xv2	cell	normal	liver	NA	NA
F10-LIV-3p-CD45pos	44613e4c-8988-55a7-b21f-0ad2b5d0dffe	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	2e7e4b93-2d6c-4359-804c-f8ca1e21c31c.loom	10Xv2	cell	normal	liver	NA	NA
F06-SKI-3p-live	b09180b6-7676-5a2b-a028-46ba18e9d655	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	afe2c09a-60fe-4cf4-ac27-6b20c91663c4.loom	10Xv2	cell	normal	zone of skin	NA	NA
F07-LIV-3p-CD45neg	ca9ec581-4f86-55b0-980c-05beae3c1a17	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	22ccc95d-d789-4398-a790-83f86bb420d8.loom	10Xv2	cell	normal	liver	NA	NA
F13-LIV-3p-CD45neg	c6bde5ba-3a7b-5123-9318-b623055b97b4	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	b49fb5d4-6f31-4b7d-827e-bc09ed30a167.loom	10Xv2	cell	normal	liver	NA	NA
F13-LIV-3p-CD45pos	8d6d1171-d8ea-5796-9d16-5f2f21328a50	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	c301901f-95cd-4a3e-a4df-761fa21e92af.loom	10Xv2	cell	normal	liver	NA	NA
F08-LIV-3p-CD45neg_1	2d2e5eca-2e1c-5b57-a3fe-fd1f4c16e41b	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	f26c4715-5488-4d7f-ae0e-1c965128fbb1.loom	10Xv2	cell	normal	liver	NA	NA
F03-KID-3p-CD45neg	48a781b9-19f5-509d-8ab7-d3cb4032fc77	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	0d0d6751-395a-4a55-895a-9e0cc2dcd7bb.loom	10Xv2	cell	normal	kidney	NA	NA
F06-LIV-3p-live	e72e10e7-f580-55b8-afe9-b534a4aebf6a	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	08b799a0-59d8-4c69-87b3-fd239aef4197.loom	10Xv2	cell	normal	liver	NA	NA
F06-SKI-3p-CD45neg	4f374d99-5329-5e80-a9ae-2bcf83b6e305	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	208030ec-f76e-424c-b46e-1d7000d0e2b6.loom	10Xv2	cell	normal	zone of skin	NA	NA
F03-YOL-3p-live	546c13ee-425d-5135-a3fc-b52bfcb5385f	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	a94dcae9-f11a-4d6d-9c89-0d511aa30865.loom	10Xv2	cell	normal	yolk sac	NA	NA
F08-SKI-3p-CD45neg	95a68979-2776-5685-8dfd-b824d474ec3b	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	f31b5dac-6ef6-45cc-939c-3881cbdc2972.loom	10Xv2	cell	normal	zone of skin	NA	NA
F11-LIV-3p-CD45neg_2	3c38bc7c-4693-51b4-8b77-a5960e38494a	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	37925a3b-3bce-4876-bb29-745922b2c972.loom	10Xv2	cell	normal	liver	NA	NA
F12-LIV-3p-CD45neg_1	af4e983c-a46c-50f5-8487-7e35b6d2cd4c	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	1d732738-9b3b-4393-920a-a3dd2ff6f7e1.loom	10Xv2	cell	normal	liver	NA	NA
F01-YOL-3p-live_5	926427cd-610c-59f7-a748-760b8f9b2f58	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	e34e2d1c-0b6b-4cb2-920f-068cf16e8ea4.loom	10Xv2	cell	normal	yolk sac	NA	NA
F05-LIV-3p-CD45neg_1	ab9ec77a-7ae1-5c8e-a7b9-46b4cb5597b0	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	5d687d7c-8d96-4203-ad8e-d0668828ad37.loom	10Xv2	cell	normal	liver	NA	NA
F15-LIV-3p-CD45pos	26773a19-fff5-554a-8db7-1dc67ea74a73	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	1d5a282b-b4b5-41dc-ab46-862476a87c18.loom	10Xv2	cell	normal	liver	NA	NA
F05-SKI-3p-CD45neg_1	7e3eb17e-cb2b-58d3-9722-b2e5fb69afda	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	3a5aebd2-8701-449d-9332-dfbfbd88cce0.loom	10Xv2	cell	normal	zone of skin	NA	NA
F06-KID-3p-CD45pos	a715204f-a8a2-56e0-a831-14069cc9d268	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	eceb544d-ca90-4f82-acd4-0f6f1377f632.loom	10Xv2	cell	normal	kidney	NA	NA
F09-SKI-3p-CD45neg	a5de2525-68b7-51ad-8d2d-59ab52b0a66d	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	3192957f-6c8e-479c-a6d5-5a1669b85a2b.loom	10Xv2	cell	normal	zone of skin	NA	NA
F02-SKI-3p-CD45pos	0093f011-63b5-56b2-9a22-530f105711a6	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	39e21ac0-d7dd-4c51-a3a0-99c4d192a17f.loom	10Xv2	cell	normal	zone of skin	NA	NA
F01-YOL-3p-live_2	712cee19-e01f-5aaa-ac26-3837829b12b4	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	9d14d34a-58dd-46e1-b10f-7438e5e555c2.loom	10Xv2	cell	normal	yolk sac	NA	NA
F15-LIV-3p-CD45neg	22d02110-21c8-5d78-b6cd-c5974682a8d6	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	536ba4f7-6694-4a31-8df1-0e6668ed10da.loom	10Xv2	cell	normal	liver	NA	NA
F11-LIV-3p-CD45pos_1	3ae0e781-3c33-5b5e-aeaf-2dfa1a0d56c2	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	7fa6adde-000d-4360-9f45-2b5da4721f70.loom	10Xv2	cell	normal	liver	NA	NA
F03-SKI-3p-CD45pos	27a603a4-ed60-53a3-b57a-db89fb7702d0	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	ed7a986b-5e73-4218-a022-1a3539d50548.loom	10Xv2	cell	normal	zone of skin	NA	NA
F08-SKI-3p-CD45pos_1	17ec0602-ad26-5d46-9077-734947e1a3ca	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	d50c68da-1d63-4982-8fee-97ba568f9174.loom	10Xv2	cell	normal	zone of skin	NA	NA
F06-SKI-3p-CD45pos	2df1216d-4358-55e9-8038-04d6edeb1ce6	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	2e6413d2-e945-4077-afb7-bf39320de5cd.loom	10Xv2	cell	normal	zone of skin	NA	NA
F12-LIV-3p-CD45pos_1	d5ebecda-16f8-50a8-a7a3-d0c0536dc7f4	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	73bd1209-cfb5-420f-bd97-574ed9c7cd0e.loom	10Xv2	cell	normal	liver	NA	NA
F08-LIV-3p-CD45pos_1	d65c7e5f-2af2-5513-b78d-540c4dadf253	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	a0e661e2-dac9-4004-9605-8307c15f831d.loom	10Xv2	cell	normal	liver	NA	NA
F09-SKI-3p-CD45pos	38760052-f949-5541-b85e-8fd2830653f3	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	46a56c7d-21e0-4db4-b53d-a107b0625c42.loom	10Xv2	cell	normal	zone of skin	NA	NA
F07-LIV-3p-CD45pos	96c9abfd-a04a-5eb4-8fa3-1c964ca5abf1	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	62a131e1-c415-460e-bc5b-75cca5d3323b.loom	10Xv2	cell	normal	liver	NA	NA
F16-LIV-3p-CD45pos	3c454396-f34a-5061-bf74-2cc77a2a7be2	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	10a02923-b945-43fe-97db-c984e06dc5a7.loom	10Xv2	cell	normal	liver	NA	NA
F04-LIV-3p-CD45pos	0419d339-aff7-58cf-8f96-0fd183adffd7	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	27e030cc-b89e-41fc-b0c8-c3258a4b2c6e.loom	10Xv2	cell	normal	liver	NA	NA
F12-LIV-3p-CD45neg_2	3fb5890a-990f-5706-b8ed-2a72dcd89089	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	a9c40eb8-24b6-4436-a3d3-e8035e84f6ae.loom	10Xv2	cell	normal	liver	NA	NA
F04-KID-3p-CD45neg	33d945c9-6d72-504c-b59b-41b809b5ac3c	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	23614ed2-cfa3-44d0-bda9-4abd58c2730b.loom	10Xv2	cell	normal	kidney	NA	NA
F04-SKI-3p-CD45neg	9bf3e778-d7ae-54c5-9e4f-1a4ddde351b1	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	b4dca383-e36c-4c1a-b66b-89578a4fa2d3.loom	10Xv2	cell	normal	zone of skin	NA	NA
F02-SKI-3p-CD45neg	c3092fc2-56fc-5225-9116-e1faab5097be	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	1eab4de9-7bba-4250-90b0-33523278c16f.loom	10Xv2	cell	normal	zone of skin	NA	NA
F08-LIV-3p-CD45pos_2	04969a60-a875-5527-a3e0-0ae42105e899	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	b1883730-3304-48c1-904b-eb90ab226168.loom	10Xv2	cell	normal	liver	NA	NA
F08-LIV-3p-CD45pos_3	c7e36496-5ca3-5d82-9dbd-9f38e3595817	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	0dd65ce8-29ba-4341-9a93-eb2ca1f06c72.loom	10Xv2	cell	normal	liver	NA	NA
F05-SKI-3p-CD45neg_2	bf734141-44ff-5a9e-955e-11ba201d7c60	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	133f15b4-b4ae-4c39-9adc-35fa58462640.loom	10Xv2	cell	normal	zone of skin	NA	NA
F03-KID-3p-CD45pos	faae14e5-7bb8-5bb5-9867-605a2048254a	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	4cedc599-22a2-421f-919f-397e2c9dd1d4.loom	10Xv2	cell	normal	kidney	NA	NA
F06-KID-3p-CD45neg	b55c8e0b-a02b-5861-89d6-bb87c568733c	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	f959e0fc-178f-49d6-86d1-9c9d01d57819.loom	10Xv2	cell	normal	kidney	NA	NA
F02-LIV-3p-CD45neg	fb147393-d4a2-5dc3-8d0a-9fb85e8fbd63	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	b7914794-f8a7-4fba-bb5b-10536eac7d8b.loom	10Xv2	cell	normal	liver	NA	NA
F08-SKI-3p-CD45pos_2	b115e955-95b0-5745-b1ca-460a766d648c	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	012a7613-d98a-4782-8d8c-c07ff6efdeb2.loom	10Xv2	cell	normal	zone of skin	NA	NA
F01-YOL-3p-live_4	2126ff72-cf53-54d9-909d-914df06a1daa	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	ded68228-7754-4910-a888-6a2da549aa71.loom	10Xv2	cell	normal	yolk sac	NA	NA
F04-LIV-3p-CD45neg	81950cad-f624-5388-8fd2-0a332e24ae60	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	232174af-3ebf-4b3b-97fd-35547950c4c8.loom	10Xv2	cell	normal	liver	NA	NA
F05-LIV-3p-CD45pos_2	43acee0f-637d-5ada-94ef-650c7b210903	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	42b114bb-27ee-4415-b046-7ee5581adc27.loom	10Xv2	cell	normal	liver	NA	NA
F05-LIV-3p-CD45neg_2	b8dede16-9783-559b-92db-f5a37a839c2f	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	0ceed66e-513f-450f-89e9-3206f4485cdf.loom	10Xv2	cell	normal	liver	NA	NA
F01-YOL-3p-live_3	5b140a6c-5133-5d29-9418-ea300b89e0f3	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	7831fd07-4bd6-4ce0-95d3-3fd855319638.loom	10Xv2	cell	normal	yolk sac	NA	NA
F07-LIV-3p-live	e80e93f0-b651-5837-b756-de818b55279d	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	ded9b30e-12df-4998-846a-7cef685e4bd6.loom	10Xv2	cell	normal	liver	NA	NA
F06-KID-3p-live	3fdbd395-ffda-5ac9-add7-7842abe82930	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	a4eb1b9c-de19-4ff7-9a58-d4445c536095.loom	10Xv2	cell	normal	kidney	NA	NA
F11-LIV-3p-CD45pos_2	9fd145b7-cbac-5a15-a5bb-744678060a16	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	bc5ba4f6-a3f1-4156-830f-11228df251bc.loom	10Xv2	cell	normal	liver	NA	NA
F03-LIV-3p-CD45pos_2	8be0e895-534c-5070-ab42-677983ca5c5a	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	e23d96b7-a271-403e-a29e-b2bdb1949070.loom	10Xv2	cell	normal	liver	NA	NA
F14-LIV-3p-CD45neg	53b7e230-0818-5b63-af5e-df6b2a003500	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	e7b60260-7ae4-4d5a-b1a4-51622467e4b3.loom	10Xv2	cell	normal	liver	NA	NA
F06-LIV-3p-CD45neg	504568f9-6cac-52e2-abb7-d6be35e0c493	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	9bb08d39-3957-4ff7-a20d-cc45a1cb38ab.loom	10Xv2	cell	normal	liver	NA	NA
F01-YOL-3p-live_1	e27d49e0-58d2-5820-a656-11056a26112e	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	0f85d8a0-ad31-41e1-abba-f22bf1226417.loom	10Xv2	cell	normal	yolk sac	NA	NA
F08-LIV-3p-CD45neg_2	fd36d70d-7e68-5508-9ae2-0eb7d3590b46	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	7229676a-4449-4a2f-ac97-284eb599841c.loom	10Xv2	cell	normal	liver	NA	NA
F05-SKI-3p-CD45pos	3852f1f7-1b89-582a-90ae-392bda9d9885	FetalLiverHaematopoiesis	7ce06c67-dfce-43c2-94a0-7c9c2f6add40	kidney	s3://ccdl-scpca-data/human_cell_atlas_data/kidney	a690684f-51cb-4ba3-8b73-c3f817d532bf.loom	10Xv2	cell	normal	zone of skin	NA	NA
